,work_id,user_id,title,rating,summary,language,words,comments,kudos,bookmarks,hits,completed,chapters_written,chapters_total,datetime_updated
668,work_29818929,user-3848568,Returning the Favor,Explicit,The Dark Lord did not expect Lady Malfoy to solve a 50-year-old cold case.,English,152038,1649,6614,2238,220438,False,33,,2022-07-10
669,work_21085382,user-2163322,A Deeper Connection: The Philosopher's Stone,Mature,"After being hit with the rebounded killing curse, Voldemort realizes that he has been set up. Instead of fleeing to Albania, the incorporeal Voldemort attaches himself to the only living being left in the destroyed house of Godric's Hollow - Harry Potter",English,138351,1008,6614,1484,193117,True,28,28,2020-08-01
670,work_14959082,user-2821412,Found Family,Explicit,"Snape rescues Harry from the Dursley's, & sets in motion a chain of events that might give him & Harry the chance at building the family neither of them ever really had.",English,148005,1979,6608,1667,233095,True,103,103,2020-03-28
671,work_688863,user-102975,Size Matters,Explicit,It was an inside joke among the four Marauders that werewolves were well-endowed. Remus has a big problem. Sirius can’t help himself.,English,3422,39,6599,666,117701,True,1,1,2013-02-18
672,work_1113651,user-18820,Sisyphus,Teen And Up Audiences,"Harry gets another chance - and another and another. At some point, they stop feeling like chances at all.",English,5607,237,6590,1604,100480,True,1,1,2014-01-01
673,work_327164,user-10261,Eclipse,Teen And Up Audiences,"
  ""You're dead, Potter... I'm going to make you pay...""
",English,287239,857,6586,2186,240489,True,20,20,2012-03-01
674,work_21517714,user-3028440,The Troublesome Thing About Time,Mature,"Hermione was sick of adventure. She'd had her fair share, and taking a seat at the desk in the back of the DLME was all she could have dreamed of -- until it wasn't.",English,38914,898,6585,1805,107465,True,9,9,2020-11-22
675,work_492415,user-61262,Finest in Fairford,General Audiences,"Remus Lupin's job in a Fairford coffee shop is always uneventful, until an exotic new customer begins leaving messages with his tips.",English,4997,158,6572,885,56076,True,1,1,2012-08-21
676,work_12772770,user-147504,Light in August,Explicit,"Summer, 1977. With the full moon approaching, Sirius heads up to the Lupins' countryside cottage to make himself useful. Or to make a complete and utter arse out of himself, because really, that's all he can seem to do around Remus these days.",English,21105,293,6559,2137,86015,True,1,1,2017-11-20
677,work_17593790,user-4016694,"This, Too, Is Sacred",Explicit,"An ancient power has required generations of purebloods to pledge their lives to the blood pact. Draco has long known he was born to uphold this tradition; but Hermione's parents have secrets, hidden details about her heritage… and soon it will be her turn to cast in with fate. Dramione AU",English,86041,1534,6553,2100,159944,True,23,23,2019-04-25
678,work_9222062,user-607035,The Miseducation of Draco Malfoy,Explicit,Zacharias Smith writes a tell-all about the D.A. Harry Potter and Draco Malfoy are not happy about it.,English,37600,886,6552,1633,82156,True,7,7,2017-02-20
679,work_4140426,user-190661,So Much for No Strings Attached,Mature,In a fit of passion Harry Potter and Lucius Malfoy have a one night stand. What will it lead to? What secrets will be discovered? And will they both be able to admit to their feelings. Can this couple survive both their enemies and their families?,English,445562,2339,6543,1697,385815,False,113,,2022-08-16
680,work_12707139,user-40991,Diagnosis,Not Rated,Harry Potter is screwed.,English,282456,1593,6542,2297,157904,True,31,31,2018-09-27
681,work_21789295,user-1831813,Sweets and Studies,Teen And Up Audiences,"Hermione has been looking forward to attending Hogwarts as a student ever since she first heard of it. Being separated from her god, however, is intimidating. At least her Hogwarts years are filled with the sort of chaos that ""Loki"" loves (though Gabriel really would prefer it if she managed to stay out of danger more often. And he really does not like this 'Voldemort' character. Those twins are alright, at least, even though they're a bit too fond of his priestess for his liking).",English,96107,2497,6536,1708,169453,False,26,,2021-08-15
682,work_1731827,user-130824,War Paint,Explicit,"
  
  It was small, slim, about the length of her hand; the leather cover was soft, the sewn-in binding was crisp, and the thick vellum pages were empty. 'Tom Marvolo Riddle' was printed in ancient, flaking gold leaf across the front.
",English,18876,200,6536,1495,81063,True,9,9,2014-07-13
683,work_3454106,user-287005,boy with a scar,Not Rated,"What if Voldemort had chosen the pureblood boy, not the halfblood, as his opponent? This Neville would have had graves to visit, instead of a hospital. He’d still have grown up in his grandmother’s clutches, tut-tutted at, dropped out windows absentmindedly, left to bounce on paving stones.",English,36525,692,6531,959,84792,False,4,,2015-05-21
684,work_15994781,user-3824385,Mind Magic,Teen And Up Audiences,"Once Voldemort realizes that Harry Potter is his horcrux, his plans change drastically. So does Draco Malfoy's assignment for the school year.",English,302405,2023,6530,1882,241894,True,28,28,2021-02-06
685,work_3315377,user-96381,"Between Technology, Magic and Death",Teen And Up Audiences,"Formily: what Love, Technology and Magic can bring.",English,124339,2125,6528,2138,280886,True,60,60,2021-07-20
686,work_6649642,user-1366586,These Little Days,Not Rated,"In a world with many different classifications, Harry finds out that there's nothing wrong with being a Little. No matter what his aunt and uncle said. Follow Harry as he makes his way through a brand new school and how he learns to accept his classification with the help of his Daddy and Papa and big brother Draco to help!",English,184961,1690,6516,1106,319012,False,69,,2022-01-31
687,work_20022850,user-35202,Sacrificial Snake,Mature,"Harry is finally free of the curse that made him able to speak only Parseltongue for thirteen months. Fresh from a summer in Florence with Blaise and the destruction of the Horcrux in his scar, he returns to Britain, ready to prove to everyone that yes, he really is in love with a Slytherin and no, he doesn’t need to be a sacrifice.",English,20066,181,6508,567,52285,True,4,4,2019-08-01
688,work_15243312,user-35202,Earning His Notice,Teen And Up Audiences,"Harry has almost accepted that he won’t be going back to his own time, and he’s working in a small apothecary in Diagon Alley to make ends meet. Then someone tries to blow up his employer’s shop, and that brings him face-to-face with Tom Riddle, who he successfully avoided during his time at Hogwarts.",English,6112,147,6508,802,99678,True,1,1,2018-07-10
689,work_23775829,user-496660,A Shift In Perspective,Not Rated,"All it took was on look into the Headmaster's pensieve for Harry's world to crumble. When Dumbledore catches him, the manipulative bastard decided that changing Harry into animal and sending him all but gift wrapped to Voldemort is the best way to get rid of him. What the headmaster didn't take into account was Harry's knack for survival. Stuck as a cat and living amongst Voldemort and his Death Eaters is not how Harry planned on spending his 5th year, but he may just learn something from it.",English,66548,670,6493,2028,129086,False,23,,2022-06-21
690,work_967095,user-14308,More Than That,Explicit,This is a story about two 52 year old men who refuse to age gracefully.,English,10964,228,6493,1578,62874,True,1,1,2013-09-15
691,work_15475770,user-487624,The Hogwarts Potions Professor,General Audiences,"An exploration of what a strict, unapproachable, safety-conscious potions teacher MIGHT have been like.",English,11191,765,6485,871,100426,True,22,22,2019-01-03
692,work_21849340,user-35202,Kept Man,Mature,"Harry Evans is a lowly Dark Patrol wizard who’s working hard to advance. He doesn’t think much of Senior Undersecretary to the Minister Tom Riddle, but on the other hand, a one-night stand that lets them both get rid of tension seems like a good idea. Except that the one night-stand never seems to end.",English,18803,219,6476,1601,66605,True,4,4,2019-12-22
693,work_14381067,user-1471271,When Darkness Comes,Mature,"Harry Potter was a contrary creature.  He'd learned young that anything Vernon Dursley said the opposite was likely to be true.  So when he turned his teacher's hair blue - magic according to his classmates - and Vernon decried that ""There Was No Such Thing As MAGIC"" Harry knew that magic was real - more that magic was what he had.  A Grey Harry story.",English,100418,811,6470,2826,159286,False,13,,2021-10-21
694,work_10567863,user-2906525,Two For One,Teen And Up Audiences,"Harry thinks to himself; why the f-ck not? So he picks up a little Tom Riddle and tries to indoctrinate the boy into following a Gryffindor approved set of morals. He grabs Gellert Grindelwald too because if he f-cks up with one, he still has another try. ",English,71132,1496,6470,1581,152310,False,62,64,2022-11-20
695,work_12478232,user-148079,Naked,Explicit,Harry and Draco are sent on an undercover assignment to catch a Dark wizard — which might not be so bad if it weren't at a Muggle nudist resort.,English,57449,607,6469,1575,106737,True,3,3,2017-10-24
696,work_29356095,user-2505796,Either must die at the hand of the other,Explicit,"Voldemort survives the Battle of Hogwarts because Harry Potter had not been the one to kill him, as the prophecy demands.",English,260012,5128,6464,1720,178814,True,25,25,2022-06-07
697,work_12684348,user-248160,Blood and Fire,Explicit,"Harry has spent the last twelve years in Romania, not returning to England as often as he knows he should. It's complicated. But when Ginny asks him to be her best man and help her plan her wedding, he can't say no. Having a reckoning with his choices, with himself, won't be easy. To say nothing of seeing Draco again.",English,44888,727,6451,2093,109944,True,2,2,2017-12-11
